,Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Affected State
771,597,RFC,Northern Kentucky and Southwest Ohio,Ice/Snow Storm,,53600,2009-01-28 00:00:00,10:00:00,2009-01-30 00:00:00,21:20:00,Ohio
772,598,RFC,Southern Indiana,Ice/Snow Storm,,53700,2009-01-28 00:00:00,07:50:00,2009-02-13 00:00:00,08:03:00,Indiana
773,599,TRE,"Houston, Texas",High Winds,350,64801,2009-02-11 00:00:00,02:30:00,2009-02-11 00:00:00,12:00:00,Texas
774,600,RFC,"Kentucky, West Virginia and Ohio",Severe Thunderstorms,,279813,2009-02-11 00:00:00,18:00:00,2009-02-13 00:00:00,17:00:00,Kentucky
775,600,RFC,"Kentucky, West Virginia and Ohio",Severe Thunderstorms,,279813,2009-02-11 00:00:00,18:00:00,2009-02-13 00:00:00,17:00:00,Ohio
776,600,RFC,"Kentucky, West Virginia and Ohio",Severe Thunderstorms,,279813,2009-02-11 00:00:00,18:00:00,2009-02-13 00:00:00,17:00:00,Virginia
777,600,RFC,"Kentucky, West Virginia and Ohio",Severe Thunderstorms,,279813,2009-02-11 00:00:00,18:00:00,2009-02-13 00:00:00,17:00:00,West Virginia
778,601,RFC,"Maryland, Virginia, West Virginia and Pennsylvania",Severe Thunderstorms,,374644,2009-02-11 00:00:00,18:18:00,2009-02-16 00:00:00,20:10:00,Maryland
779,601,RFC,"Maryland, Virginia, West Virginia and Pennsylvania",Severe Thunderstorms,,374644,2009-02-11 00:00:00,18:18:00,2009-02-16 00:00:00,20:10:00,Pennsylvania
780,601,RFC,"Maryland, Virginia, West Virginia and Pennsylvania",Severe Thunderstorms,,374644,2009-02-11 00:00:00,18:18:00,2009-02-16 00:00:00,20:10:00,Virginia
781,601,RFC,"Maryland, Virginia, West Virginia and Pennsylvania",Severe Thunderstorms,,374644,2009-02-11 00:00:00,18:18:00,2009-02-16 00:00:00,20:10:00,West Virginia
782,602,RFC,Northern Kentucky and Southwest Ohio,Severe Thunderstorms,350,63000,2009-02-11 00:00:00,21:00:00,2009-02-12 00:00:00,12:00:00,Kentucky
783,602,RFC,Northern Kentucky and Southwest Ohio,Severe Thunderstorms,350,63000,2009-02-11 00:00:00,21:00:00,2009-02-12 00:00:00,12:00:00,Ohio
784,603,RFC,State of Kentucky,Severe Thunderstorms,,78000,2009-02-11 00:00:00,19:00:00,2009-02-12 00:00:00,11:00:00,Kentucky
785,604,RFC,Central and Eastern Ohio,High Winds,168,184000,2009-02-12 00:00:00,02:30:00,2009-02-12 00:00:00,06:00:00,Ohio
786,605,RFC,Western and North Eastern Pennsylvania,High Winds,130,132000,2009-02-12 00:00:00,08:00:00,2009-02-15 00:00:00,22:00:00,Pennsylvania
787,606,RFC,Central and Eastern Ohio,High Winds,168,184000,2009-02-13 00:00:00,02:30:00,2009-02-15 00:00:00,03:00:00,Ohio
788,607,NPCC,Southern Central and Western Maine,Ice/Snow Storm,,131000,2009-02-23 00:00:00,02:38:00,2009-02-24 00:00:00,13:46:00,Maine
789,608,SERC,Central Virginia - Spotsylvania County,Winter Storm,210,217000,2009-03-01 00:00:00,22:00:00,2009-03-03 00:00:00,18:00:00,Virginia
790,609,WECC,"City of El Paso, Texas, County of El Paso",Transmission Equipment Failure,250,132000,2009-03-01 00:00:00,00:15:00,2009-03-01 00:00:00,03:00:00,Texas
793,612,REC,"Roanoke, Virginia",Made Public Appeals,350,0,2009-03-03 00:00:00,22:00:00,2009-03-04 00:00:00,20:17:00,Virginia
794,613,RFC,Southwest Michigan,Transformer Faulted/Unit Tripped,378,,2009-03-03 00:00:00,06:48:00,2009-04-26 00:00:00,06:05:00,Michigan
795,614,WECC,"San Francisco Bay Area, California",Unit Shut Down,150,-,2009-03-08 00:00:00,22:16:00,2009-03-08 00:00:00,23:45:00,California
796,615,RFC,"Michigan, Lower Peninsula",Winter Storm,75,70793,2009-04-06 00:00:00,01:00:00,2009-04-08 00:00:00,12:00:00,Michigan
797,616,SERC,Alabama and Georgia,Severe Thunderstorms,162,56679,2009-04-10 00:00:00,22:00:00,2009-04-11 00:00:00,02:30:00,Alabama
798,616,SERC,Alabama and Georgia,Severe Thunderstorms,162,56679,2009-04-10 00:00:00,22:00:00,2009-04-11 00:00:00,02:30:00,Georgia
799,617,WECC,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",Substation Load Interruption,512,280000,2009-04-23 00:00:00,17:54:00,2009-04-23 00:00:00,19:58:00,California
801,619,WECC,"Skagit County, Washington",Transmission Tripped,244,93300,2009-04-23 00:00:00,16:25:00,2009-04-24 00:00:00,00:29:00,Washington
802,620,SERC,"Ruston, Louisiana",Complete Electric System Failure,32,11000,2009-04-24 00:00:00,11:09:00,2009-04-24 00:00:00,11:21:00,Louisiana
805,623,SERC,Southern Illinois,Severe Thunderstorm,300,68800,2009-05-08 00:00:00,13:30:00,2009-05-14 00:00:00,23:20:00,Illinois
806,624,SERC,SW Missouri,Severe Thunderstorm,266,83000,2009-05-08 00:00:00,07:30:00,2009-05-08 00:00:00,09:00:00,Missouri
807,625,SERC,"Henderson County, Kentucky",Transmission Equipment Failure,342,1,2009-05-29 00:00:00,09:05:00,2009-05-29 00:00:00,19:57:00,Kentucky
808,626,WECC,East of Fresno California,Electrical System Separation,1,70,2009-06-05 00:00:00,13:38:00,2009-06-05 00:00:00,20:18:00,California
809,627,RFC,Central Maryland,Severe Thunderstorms,60,85091,2009-06-09 00:00:00,17:25:00,2009-06-11 00:00:00,05:00:00,Maryland
810,628,TRE,North and Central Texas,Severe Storms,,800000,2009-06-10 00:00:00,18:00:00,2009-06-14 00:00:00,10:00:00,Texas
811,629,SERC,"Arkansas, North Mississippi",Severe Thunderstorms,,81645,2009-06-12 00:00:00,17:45:00,2009-06-15 00:00:00,23:59:00,Arkansas
812,629,SERC,"Arkansas, North Mississippi",Severe Thunderstorms,,81645,2009-06-12 00:00:00,17:45:00,2009-06-15 00:00:00,23:59:00,Mississippi
813,630,SERC,"Chattanooga, Tennessee",Severe Storm,860,136000,2009-06-12 00:00:00,16:37:00,2009-06-12 00:00:00,18:53:00,Tennessee
814,631,SERC,Georgia,Severe Thunderstorm,290,102000,2009-06-12 00:00:00,22:00:00,2009-06-13 00:00:00,18:00:00,Georgia
816,633,RFC,Michigan Lower Peninsula,Severe Storm,75,99000,2009-06-19 00:00:00,00:01:00,2009-06-21 00:00:00,23:00:00,Michigan
818,635,SERC,Southwest Louisiana,Made Public Appeals,,,2009-06-24 00:00:00,13:30:00,2009-06-24 00:00:00,22:00:00,Louisiana
819,636,TRE,ERCOT Region,Made Public Appeals,,,2009-06-25 00:00:00,15:16:00,2009-06-25 00:00:00,19:00:00,Colorado
821,638,NPCC,Central Connecticut,Severe Thunderstorms,,50752,2009-06-26 00:00:00,17:00:00,2009-06-29 00:00:00,09:00:00,Connecticut
822,639,RFC,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",Severe Thunderstorms,327,85000,2009-06-26 00:00:00,01:00:00,2009-06-27 00:00:00,09:00:00,Indiana
823,639,RFC,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",Severe Thunderstorms,327,85000,2009-06-26 00:00:00,01:00:00,2009-06-27 00:00:00,09:00:00,Ohio
824,640,NPCC,Northern Maine,Electrical System Separation,0,0,2009-07-02 00:00:00,22:44:00,2009-07-03 00:00:00,01:25:00,Maine
825,641,TRE,"San Antonio, Texas",Made Public Appeals,,,2009-07-07 00:00:00,15:30:00,2009-07-07 00:00:00,19:00:00,Texas
826,642,TRE,ERCOT Region,Made Public Appeals,,,2009-07-08 00:00:00,13:30:00,2009-07-08 00:00:00,19:00:00,Colorado
827,643,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-14 00:00:00,13:00:00,2009-07-14 00:00:00,18:00:00,Louisiana
828,643,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-14 00:00:00,13:00:00,2009-07-14 00:00:00,18:00:00,Colorado
829,644,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-15 00:00:00,13:00:00,2009-07-15 00:00:00,18:00:00,Louisiana
830,644,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-15 00:00:00,13:00:00,2009-07-15 00:00:00,18:00:00,Colorado
831,645,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-16 00:00:00,13:00:00,2009-07-16 00:00:00,18:00:00,Louisiana
832,645,SPP,AEP SWEPCO/Louisiana Area,Made Public Appeals,,,2009-07-16 00:00:00,13:00:00,2009-07-16 00:00:00,18:00:00,Colorado
835,648,WECC,"San Francisco Bay Area, California",Unit Tripped,136,1,2009-07-21 00:00:00,05:34:00,2009-07-21 00:00:00,08:43:00,California
836,649,SERC,"Chattanooga, Tennessee",Failure of Computer Hardware Used for Monitoring,,,2009-07-27 00:00:00,05:05:00,2009-07-27 00:00:00,05:47:00,Tennessee
837,650,WECC,Salt Lake City Utah and Northern Utah,Loss of Part of Substation,316,,2009-07-28 00:00:00,20:18:00,2009-07-28 00:00:00,20:33:00,Utah
838,651,RFC,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsyvania",Highwinds,,70264,2009-08-02 00:00:00,02:17:00,2009-08-03 00:00:00,13:09:00,Delaware
839,652,RFC,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Thunderstorms,50,63700,2009-08-04 00:00:00,13:45:00,2009-08-08 00:00:00,21:00:00,Indiana
840,652,RFC,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Thunderstorms,50,63700,2009-08-04 00:00:00,13:45:00,2009-08-08 00:00:00,21:00:00,Kentucky
841,652,RFC,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Thunderstorms,50,63700,2009-08-04 00:00:00,13:45:00,2009-08-08 00:00:00,21:00:00,Ohio
842,653,TRE,ERCOT Region,Made Public Appeals,,,2009-08-05 00:00:00,15:00:00,2009-08-05 00:00:00,19:00:00,Colorado
844,655,RFC,"Michigan, Lower Peninsula",Severe Thunderstorms,,58156,2009-08-09 00:00:00,19:31:00,2009-08-10 00:00:00,09:59:00,Michigan
847,658,MRO,Western South Dakota,Electrical System Separation,373,18,2009-08-29 00:00:00,11:00:00,2009-08-29 00:00:00,14:01:00,South Dakota
848,659,RFC,Western South Dakota,Electrical System Separation,84,0,2009-08-29 00:00:00,22:54:00,2009-08-29 00:00:00,23:53:00,South Dakota
849,660,WECC,"City of Los Angeles, California",Made Public Appeals,,,2009-08-31 00:00:00,10:31:00,2009-08-31 00:00:00,00:00:00,California
850,661,RFC,Southeast Michigan,Severe Storms,,75000,2009-10-07 00:00:00,05:45:00,2009-10-09 00:00:00,23:00:00,Michigan
851,662,SERC,Arkansas and North Louisiana,Winter Storm,,56000,2009-10-09 00:00:00,22:45:00,2009-10-11 00:00:00,16:00:00,Arkansas
852,662,SERC,Arkansas and North Louisiana,Winter Storm,,56000,2009-10-09 00:00:00,22:45:00,2009-10-11 00:00:00,16:00:00,Louisiana
853,663,WECC,"Central Valley, CA (Bakersfield, CA)",Transmission System Interruption,180,,2009-10-09 00:00:00,18:30:00,2009-10-09 00:00:00,19:10:00,California
854,664,WECC,Northern California,High Winds and Rain,350,859554,2009-10-13 00:00:00,16:00:00,2009-10-13 00:00:00,22:30:00,California
856,666,WECC,Southeastern Wyoming,Ice,101,35500,2009-10-13 00:00:00,12:48:00,2009-10-13 00:00:00,14:34:00,Wyoming
857,667,SERC,"Southeastern Virginia, Northeastern North Carolina",Tropical Storm Ida,400,335000,2009-11-12 00:00:00,18:45:00,2009-11-14 00:00:00,04:25:00,North Carolina
858,667,SERC,"Southeastern Virginia, Northeastern North Carolina",Tropical Storm Ida,400,335000,2009-11-12 00:00:00,18:45:00,2009-11-14 00:00:00,04:25:00,Virginia
859,668,WECC,"Central Valley, CA",Switching Failure,630,,2009-11-18 00:00:00,06:15:00,2009-11-18 00:00:00,10:00:00,California
860,669,WECC,California,Forced Outage Equipment Failure,400,,2009-12-07 00:00:00,22:00:00,2009-12-08 00:00:00,04:00:00,California
861,670,WECC,Arizona,Severe Weather,,140000,2009-12-08 00:00:00,01:00:00,2009-12-10 00:00:00,11:00:00,Arizona
862,671,WECC,California,Load Shed/Made Public Appeals,,,2009-12-08 00:00:00,06:34:00,2009-12-08 00:00:00,12:00:00,California
863,672,RFC,Ohio,Severe Weather,,48102,2009-12-09 00:00:00,13:37:00,2009-12-10 00:00:00,06:30:00,Ohio
864,673,RFC,Michigan,Severe Weather,,65562,2009-12-10 00:00:00,17:45:00,2009-12-12 00:00:00,08:00:00,Michigan
865,674,RFC,"West Virginia, Kentucky, Ohio",Severe Weather,,403913,2009-12-18 00:00:00,20:00:00,2009-12-25 00:00:00,21:30:00,Kentucky
866,674,RFC,"West Virginia, Kentucky, Ohio",Severe Weather,,403913,2009-12-18 00:00:00,20:00:00,2009-12-25 00:00:00,21:30:00,Ohio
867,674,RFC,"West Virginia, Kentucky, Ohio",Severe Weather,,403913,2009-12-18 00:00:00,20:00:00,2009-12-25 00:00:00,21:30:00,Virginia
868,674,RFC,"West Virginia, Kentucky, Ohio",Severe Weather,,403913,2009-12-18 00:00:00,20:00:00,2009-12-25 00:00:00,21:30:00,West Virginia
869,675,SERC,Western North Carolina,Severe Weather,,47000,2009-12-18 00:00:00,22:55:00,2009-12-19 00:00:00,23:15:00,North Carolina
870,676, SERC ,Southwest Louisiana,Made Public Appeals,,,2010-01-06 00:00:00,18:00:00,2010-01-08 00:00:00,18:00:00,Louisiana
871,677,FRCC/SERC ,Northern and Central Florida,Interruptible Load Shed/Made Public Appeals,,,2010-01-11 00:00:00,03:45:00,2010-01-11 00:00:00,09:57:00,Florida
872,678,WECC ,Northern and Central California,Severe Storm,290,1700000,2010-01-18 00:00:00,11:30:00,2010-01-28 00:00:00,08:00:00,California
875,681,WECC ,"City of Los Angeles, California",Severe Storm,,147223,2010-01-20 00:00:00,13:00:00,2010-01-24 00:00:00,18:10:00,California
876,682, SPP ,Oklahoma,Ice Storm,,68705,2010-01-28 00:00:00,12:00:00,2010-02-02 00:00:00,12:00:00,Oklahoma
877,683,SPP ,Oklahoma,Ice Storm/Electrical System Separation,30,0,2010-02-01 00:00:00,14:32:00,2010-02-01 00:00:00,17:00:00,Oklahoma
878,684,RFC ,"District of Columbia, Prince Georges and Montgomery Co. MD",Winter Storm,,97651,2010-02-05 00:00:00,19:00:00,2010-02-12 00:00:00,15:46:00,Maryland
879,685, RFC ,"Indiana, Ohio, W. Virginia and Virginia",Winter Storm,,102225,2010-02-05 00:00:00,23:30:00,2010-02-07 00:00:00,02:38:00,Indiana
880,685, RFC ,"Indiana, Ohio, W. Virginia and Virginia",Winter Storm,,102225,2010-02-05 00:00:00,23:30:00,2010-02-07 00:00:00,02:38:00,Ohio
881,685, RFC ,"Indiana, Ohio, W. Virginia and Virginia",Winter Storm,,102225,2010-02-05 00:00:00,23:30:00,2010-02-07 00:00:00,02:38:00,Virginia
882,686,SERC ,North and South Carolina,Winter Storm,500,74000,2010-02-05 00:00:00,18:48:00,2010-02-07 00:00:00,17:00:00,South Carolina
883,687,RFC ,Southern NJ,Winter Storm,,221000,2010-02-05 00:00:00,15:00:00,2010-02-13 00:00:00,16:00:00,New Jersey
884,688,RFC ,Southwestern Pennsylvania,Winter Storm,,57000,2010-02-05 00:00:00,22:30:00,2010-02-12 00:00:00,12:00:00,Pennsylvania
886,690,SERC ,"Virginia, North Carolina",Winter Storm,600,104736,2010-02-06 00:00:00,02:30:00,2010-02-07 00:00:00,07:00:00,North Carolina
887,690,SERC ,"Virginia, North Carolina",Winter Storm,600,104736,2010-02-06 00:00:00,02:30:00,2010-02-07 00:00:00,07:00:00,Virginia
888,691, RFC ,Southeastern Pennsylvania,Winter Storm,,223000,2010-02-09 00:00:00,18:00:00,2010-02-14 00:00:00,16:00:00,Pennsylvania
889,692,TRE ,Dallas/Fort Worth and East Texas,Winter Storm,,500000,2010-02-11 00:00:00,12:00:00,2010-02-15 00:00:00,21:00:00,Texas
890,693, SPP ,"East Texas, Western Arkansas, Northern Lousiania",Winter Storm,,52999,2010-02-12 00:00:00,05:00:00,2010-02-12 00:00:00,17:00:00,Arkansas
891,693, SPP ,"East Texas, Western Arkansas, Northern Lousiania",Winter Storm,,52999,2010-02-12 00:00:00,05:00:00,2010-02-12 00:00:00,17:00:00,Texas
892,694,RFC ,Western Pennsylvania nd Northeast Central WV,Winter Storm,900,190000,2010-02-14 00:00:00,10:00:00,2010-02-14 00:00:00,12:00:00,Pennsylvania
893,694,RFC ,Western Pennsylvania nd Northeast Central WV,Winter Storm,900,190000,2010-02-14 00:00:00,10:00:00,2010-02-14 00:00:00,12:00:00,West Virginia
894,695,WECC ,"San Joaquin Field Division/Bakersfield, CA",Firm System Load Shed,1000,,2010-02-19 00:00:00,20:30:00,2010-02-20 00:00:00,04:01:00,California
895,696,NPCC ,Upstate New York,Winter Storm,,150000,2010-02-23 00:00:00,22:00:00,2010-02-25 00:00:00,16:00:00,New York
896,697, NPCC ,New York City,Winter Storm,,55000,2010-02-25 00:00:00,17:00:00,2010-03-02 00:00:00,19:00:00,New York
897,698,NPCC ,"Southeastern New York, Northern New Jersey",Winter Storm,,65000,2010-02-25 00:00:00,00:01:00,2010-02-26 00:00:00,21:00:00,New Jersey
898,698,NPCC ,"Southeastern New York, Northern New Jersey",Winter Storm,,65000,2010-02-25 00:00:00,00:01:00,2010-02-26 00:00:00,21:00:00,New York
899,699,NPCC ,Southern Maine and New Hampshire,Winter Storm,510,509606,2010-02-25 00:00:00,23:53:00,2010-03-01 00:00:00,16:40:00,Maine
900,699,NPCC ,Southern Maine and New Hampshire,Winter Storm,510,509606,2010-02-25 00:00:00,23:53:00,2010-03-01 00:00:00,16:40:00,New Hampshire
901,700,RFC ,Central New Jersey and Northern New Jersey,High Winds and Flooding,,180000,2010-03-13 00:00:00,16:00:00,2010-03-16 00:00:00,00:00:00,New Jersey
902,701,NPCC ,Connecticut,High Winds and Rain,50,50246,2010-03-13 00:00:00,12:00:00,2010-03-15 00:00:00,20:05:00,Connecticut
904,703,NPCC ,New York City and Westchester County,High Winds and Rain,,173000,2010-03-13 00:00:00,18:00:00,2010-03-20 00:00:00,09:00:00,New York
905,704,RFC ,Southeasten Pennsylvania,High Winds and rain,,177528,2010-03-13 00:00:00,01:00:00,2010-03-16 00:00:00,18:40:00,Pennsylvania
906,705,RFC ,"Southern, Central and Northern New Jersey",High Winds and Rain,100,360000,2010-03-13 00:00:00,18:00:00,2010-03-20 00:00:00,12:59:00,New Jersey
909,708,RFC ,Southwestern Pennsylvania,Severe Thunderstorms,15,120000,2010-04-16 00:00:00,17:15:00,2010-04-18 00:00:00,17:00:00,Pennsylvania
910,709,SERC ,"Iberville, Parish, Louisiana",Generator Tripped,,,2010-04-21 00:00:00,15:05:00,2010-04-21 00:00:00,20:00:00,Louisiana
911,710,SERC ,"Rocky Mount, NC",Transmission System Interruption,,29376,2010-04-27 00:00:00,14:55:00,2010-04-27 00:00:00,14:55:00,North Carolina
912,711,SERC ,Tennessee and Mississippi,Thunderstorms,,50500,2010-05-02 00:00:00,14:40:00,2010-05-09 00:00:00,19:30:00,Mississippi
913,711,SERC ,Tennessee and Mississippi,Thunderstorms,,50500,2010-05-02 00:00:00,14:40:00,2010-05-09 00:00:00,19:30:00,Tennessee
914,712,WECC,Central California,Breakers Tripped,318,,2010-05-18 00:00:00,08:15:00,2010-05-18 00:00:00,22:46:00,California
915,713,"RFC, SERC ","Maryland, Pennsylvania, West Virginia, Virginia",Made Public Appeal - System Drill,,,2010-05-26 00:00:00,11:45:00,2010-05-26 00:00:00,15:00:00,Maryland
916,713,"RFC, SERC ","Maryland, Pennsylvania, West Virginia, Virginia",Made Public Appeal - System Drill,,,2010-05-26 00:00:00,11:45:00,2010-05-26 00:00:00,15:00:00,Pennsylvania
917,713,"RFC, SERC ","Maryland, Pennsylvania, West Virginia, Virginia",Made Public Appeal - System Drill,,,2010-05-26 00:00:00,11:45:00,2010-05-26 00:00:00,15:00:00,Virginia
918,713,"RFC, SERC ","Maryland, Pennsylvania, West Virginia, Virginia",Made Public Appeal - System Drill,,,2010-05-26 00:00:00,11:45:00,2010-05-26 00:00:00,15:00:00,West Virginia
919,714,RFC ,Southwestern Indiana,Firm Load Shed,500,1,2010-06-01 00:00:00,22:03:00,2010-06-18 00:00:00,00:30:00,Indiana
920,715,TRE ,"San Antonio, TX",Severe Weather,,126000,2010-06-02 00:00:00,20:18:00,2010-06-04 00:00:00,08:00:00,Texas
921,716,WECC ,Northern California,Electric System Separation,3,2650,2010-06-06 00:00:00,04:45:00,2010-06-06 00:00:00,05:35:00,California
923,718,TRE ,Southeastern Texas,Thunderstorms,,79741,2010-06-08 00:00:00,11:00:00,2010-06-08 00:00:00,17:00:00,Texas
924,719,SERC ,"Edenton, NC",Transmission System Interruption,,4196,2010-06-09 00:00:00,14:18:00,2010-06-09 00:00:00,15:00:00,North Carolina
925,720,NPCC ,New York (Rockland and Orange Counties),Voltage Reduction (System Test),,,2010-06-16 00:00:00,11:11:00,2010-06-16 00:00:00,11:32:00,New York
926,721,MRO ,Eastern Montana,Electrical System Separation,,,2010-06-17 00:00:00,10:49:00,2010-06-17 00:00:00,11:02:00,Montana
927,722,SPP ,"Morgan City, LA",Made Public Appeal,,,2010-06-17 00:00:00,08:30:00,2010-06-17 00:00:00,17:47:00,Louisiana
928,723,SERC ,Southern Louisiana,Made Public Appeal,,,2010-06-17 00:00:00,09:30:00,2010-06-17 00:00:00,17:17:00,Louisiana
929,724,SERC ,Southern Louisiana,Made Public Appeal,,,2010-06-17 00:00:00,09:30:00,2010-06-17 00:00:00,16:40:00,Louisiana
930,725,SPP ,Southwestern Louisiana,Made Public Appeal,,,2010-06-17 00:00:00,09:30:00,2010-06-17 00:00:00,16:40:00,Louisiana
931,726,RFC ,"Chicago, IL",Severe Weather,,400000,2010-06-18 00:00:00,16:00:00,2010-06-20 00:00:00,13:00:00,Illinois
932,727,RFC ,"Detroit, MI",Severe Weather,,150000,2010-06-18 00:00:00,20:00:00,2010-06-22 00:00:00,19:30:00,Michigan
933,728,RFC ,"Indiana, Michigan",Severe Weather,,79000,2010-06-18 00:00:00,20:00:00,2010-06-21 00:00:00,10:45:00,Indiana
934,728,RFC ,"Indiana, Michigan",Severe Weather,,79000,2010-06-18 00:00:00,20:00:00,2010-06-21 00:00:00,10:45:00,Michigan
935,729,RFC ,Northwest Indiana,Thunderstorms,,94345,2010-06-18 00:00:00,15:30:00,2010-06-20 00:00:00,00:30:00,Indiana
936,730,RFC ,Southern Portion of Lower Michigan,Thunderstorms,,100000,2010-06-18 00:00:00,19:00:00,2010-06-19 00:00:00,05:00:00,Michigan
