Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration
1300,SPP,Arkansas; Louisiana; Mississippi; Texas ,Severe Weather - Winter Storm,Unknown,242509,2012-12-25,00:45:00,2012-12-28,16:15:00
1301,TRE,"Houston, Texas","Severe Weather - Cold Front, High Winds",294,262000,2012-12-25,09:28:00,2012-12-26,16:28:00
1302,SERC,"Stantonsburg, North Carolina",Severe Weather - Thunderstorm,3,1200,2012-12-26,14:50:00,2012-12-26,19:40:00
1303,SERC,North Carolina,Transmission Interruption,40,12000,2012-12-31,14:21:00,2012-12-31,16:30:00
1304,RFC,"Denton, Maryland",Physcial Attack; Vandalism,Unknown,Unknown,2013-01-07,10:43:00,2013-01-07,10:43:00
1305,RFC,"Denton, Maryland",Physcial Attack; Vandalism,Unknown,Unknown,2013-01-16,14:25:00,2013-01-16,14:25:00
1306,WECC,"San Juan County, New Mexico",Suspected Physical Attack,0,0,2013-01-16,16:45:00,2013-01-16,19:26:00
1307,MRO,"Webster County, Iowa",Physical Attack,,,2013-01-16,07:41:00,2013-01-17,10:58:00
1308,RFC,"Southwest Virginia, Southern West Virginia",Severe Weather - Winter Storm,Unknown,127000,2013-01-17,18:07:00,2013-01-20,19:30:00
1309,SERC,Northeast Tennessee,Severe Weather - Winter Storm,Unknown,80000,2013-01-17,19:02:00,2013-01-19,18:00:00
1310,SERC,"Elizabeth City, North Carolina",Distribution Interruption,40,12000,2013-01-17,20:35:00,2013-01-17,21:20:00
1311,RFC,Southeastern Michigan,Severe Weather - Wind Storm,Unknown,146500,2013-01-20,03:30:00,2013-01-23,06:15:00
1312,WECC,"Tacoma Narrows Crossing, Washington",Physical Attack,Unknown,Unknown,2013-01-28,16:46:00,2013-01-28,18:00:00
1313,SERC,Central and Eastern Virginia,Severe Weather - Wind Storm,188,119000,2013-01-31,03:05:00,2013-01-31,04:48:00
1314,NPCC,Connecticut,Severe Weather - Wind Storm,75,75000,2013-01-31,06:30:00,2013-01-31,10:00:00
1315,WECC,"El Paso, New Mexico",Vandalism,,,2013-02-02,21:15:00,2013-02-02,22:15:00
1316,RFC,"Cincinnati, Ohio",Vandalism,Unknown,0,2013-02-07,08:32:00,2013-02-07,09:47:00
1317,RFC,District of Columbia; Prince George's County Maryland,Equipment Trip & Failure,140,52000,2013-02-08,11:38:00,2013-02-08,14:17:00
1318,NPCC,Central and eastern Massachusetts; Rhode Island,Severe Weather - Winter Storm Nemo,,50000,2013-02-08,20:00:00,2013-02-11,20:30:00
1319,NPCC,Boston area and Southeast Massachusetts,Severe Weather - Winter Storm Nemo,Unknown,50000,2013-02-08,20:55:00,2013-02-12,04:00:00
1320,WECC,"El Paso, New Mexico",Vandalism; Equipment Fault,Unknown,Unknown,2013-02-09,08:30:00,2013-02-09,15:00:00
1321,,Puerto Rico,Generator Trip; Voltage Reduction,350,Unknown,2013-02-10,19:46:00,2013-02-10,20:15:00
1322,RFC,"Fort Washington, Maryland",Vandalism,1,1,2013-02-13,09:30:00,2013-02-13,09:30:00
1323,NPCC,Eastern Massachusetts,Fuel Supply Emergency - Petroleum,1,1,2013-02-13,17:39:00,2013-02-15,17:50:00
1324,RFC,"Tuxedo, Maryland",Vandalism,,,2013-02-15,00:00:00,2013-02-15,00:01:00
1325,RFC,Prince George's County Maryland,Vandalism,1,1,2013-02-16,07:54:00,2013-02-16,07:54:00
1326,WECC,"Stockton, California",Electrical System Separation (Islanding),13850,6810,2013-02-19,16:01:00,2013-02-20,12:55:00
1327,WECC,"Las Cruces, New Mexico",Vandalism,Unknown,Unknown,2013-02-21,11:00:00,2013-02-21,11:30:00
1328,SERC,Northern Missouri,Severe Weather - Winter Storm Nemo,Unknown,56444,2013-02-26,13:00:00,2013-03-01,10:00:00
1329,WECC,"Merced County, California",Transmission System Interruption,300,58850,2013-03-03,06:39:00,2013-03-03,10:29:00
1330,RFC,"Tacoma Park, Maryland",Vandalism,Unknown,Unknown,2013-03-03,16:27:00,2013-03-03,18:20:00
1331,,Metropolitan area Puerto Rico,Equipment Failure; Transmission System Interruption,Unknown,Unknown,2013-03-04,09:49:00,2013-03-04,22:00:00
1332,SERC,Northwest Virginia,Severe Weather - Winter Storm,400,233000,2013-03-06,08:22:00,2013-03-07,10:27:00
1333,,Systemwide Puerto Rico,Generator Trip; Load Shed,350,262937,2013-03-18,05:21:00,2013-03-18,05:41:00
1334,FRCC,Northeast Florida,Suspected Physical Attack,0,0,2013-03-18,17:50:00,2013-03-18,18:07:00
1335,SERC,North/Central Alabama; Georgia,Severe Weather - Thunderstorms,800,240000,2013-03-18,19:30:00,2013-03-20,14:30:00
1336,NPCC,Connecticut,Vandalism,Unknown,Unknown,2013-03-23,07:00:00,2013-03-23,09:00:00
1337,NPCC,Western Massachusetts,Physical Attack; Vandalism,Unknown,Unknown,2013-03-27,10:25:00,2013-03-27,12:19:00
1338,RFC,"Wilmington, Delaware",Vandalism,Unknown,Unknown,2013-03-28,13:01:00,2013-03-28,13:02:00
1339,RFC,Maryland,Suspected Physical Attack,Unknown,Unknown,2013-03-29,10:16:00,2013-03-29,10:17:00
1340,NPCC,Connecticut,Vandalism - Copper Wire Theft,Unknown,Unknown,2013-04-01,08:40:00,2013-04-01,08:41:00
1341,WECC,"Colorado Springs, Colorado",Sabotage; Vandalism,0,0,2013-04-03,11:05:00,2013-04-03,14:00:00
1342,RFC,"Delaware City, Delaware",Vandalism,,,2013-04-09,11:30:00,2013-04-09,11:31:00
1343,WECC,California,"Loss of Part of a High Voltage Substation, Physical Attack",,0,2013-04-16,01:47:00,2013-04-18,15:25:00
1344,SERC,"Colbert Steam Plant in Cherokee, Alabama",Suspected Physical Attack,Unknown,Unknown,2013-04-17,15:36:00,2013-04-17,16:53:00
1345,RFC,"Southeast Michigan, Michigan",Severe Weather - Storms and Wind,Unknown,99188,2013-04-18,15:00:00,2013-04-21,03:30:00
1346,SERC,East Tennessee,Suspected Physical Attack,,,2013-04-21,02:11:00,2013-04-21,12:30:00
1347,RFC,"Newark, Delaware",Vandalism,Unknown,Unknown,2013-04-23,11:00:00,2013-04-23,11:01:00
1348,WECC,"South of Humboldt, California",Electrical System Separation (Islanding),80,1,2013-04-23,00:49:00,2013-04-23,04:04:00
1349,WECC,"Sunol, California",Vandalism,0,0,2013-04-25,16:00:00,2013-04-26,10:55:00
1350,WECC,Northeast Colorado ,Electrical System Separation (Islanding),123,35230,2013-05-01,09:22:00,2013-05-01,09:24:00
1351,WECC,Unknown,Electrical System Separation (Islanding),Unknown,Unknown,2013-05-02,06:52:00,2013-05-02,10:07:00
1352,WECC,"Alberta, Canada; Washington State",Electrical System Separation (Islanding),Unknown,Unknown,2013-05-09,13:21:00,2013-05-09,16:21:00
1353,WECC,Central California,Fuel Supply Emergency - Hydro,176,Unknown,2013-05-13,12:52:00,,
1354,WECC,"Portland, Oregon",Vandalism/Theft,,,2013-05-14,00:01:00,2013-05-14,13:59:00
1355,NPCC,New Hampshire,Vandalism,,,2013-05-14,10:25:00,2013-05-14,11:42:00
1356,RFC,"Wilmington, Delaware",Vandalism,Unknown,Unknown,2013-05-15,14:11:00,2013-05-15,14:12:00
1357,RFC,"Newcastle, Delaware",Vandalism,Unknown,Unknown,2013-05-17,08:35:00,2013-05-17,08:36:00
1358,SPP,"Moore, Oklahoma",Severe Weather - Tornados,Unknown,41306,2013-05-20,15:00:00,2013-05-22,17:00:00
1359,SERC,Gonzales Area Louisiana,Generator Trip; Load Shed 100+ MW,103,21800,2013-05-20,17:22:00,2013-05-20,21:09:00
1360,,System wide Puerto Rico,System Wide Voltage Reduction,280,197287,2013-05-22,10:51:00,2013-05-22,10:57:00
1361,NPCC,Maine,Vandalism/Theft,None,None,2013-05-28,13:00:00,2013-05-28,18:00:00
1362,SERC,"Henrico County, Virginia",Physical Attack,Unknown,Unknown,2013-05-29,00:00:00,2013-05-29,00:02:00
1363,NPCC,Central and Eastern New York,Severe Weather - Thunderstorms,Unknown,61795,2013-05-29,20:58:00,2013-05-31,14:53:00
1364,RFC,"Wilmington, Delaware",Vandalism/Theft,,,2013-05-29,09:52:00,2013-05-29,09:53:00
1365,NPCC,"Saranac, New York",Vandalism,,,2013-05-30,10:15:00,2013-05-30,10:16:00
1366,SPP,"Maumelle, Arkansas",Severe Weather - Lightning,,,2013-05-31,01:00:00,2013-05-31,01:30:00
1367,SPP,"El Reno, S. Oklahoma City, Oklahoma",Severe Weather - Tornados,Unknown,127000,2013-05-31,18:00:00,2013-06-04,10:30:00
1368,MRO,"Southeast Kansas, Northeast Oklahoma",Transmission System Interruption,102,6300,2013-05-31,19:07:00,2013-06-01,14:15:00
1369,SERC,St. Louis Metro Area Missouri,Severe Weather - Thunderstorms,Unknown,100000,2013-05-31,19:30:00,2013-06-01,20:00:00
1370,WECC,"Alberta, Canada",Electrical System Separation (Islanding),Unknown,Unknown,2013-06-03,12:50:00,2013-06-03,13:36:00
1371,SERC,Southern Company Territory,Severe Weather - Thunderstorms,550,165798,2013-06-13,20:47:00,2013-06-14,22:47:00
1372,RFC,District of Columbia; Maryland,Loss of 300+ MW Load; Severe Weather - Thunderstorms,700,40000,2013-06-13,15:30:00,2013-06-13,16:00:00
1373,SERC,"Richmond Metro area, Virginia",Severe Weather - Thunderstorms,900,283000,2013-06-13,16:08:00,2013-06-14,17:16:00
1374,SERC,Western Piedmont North Carolina,Severe Weather - Thunderstorms,1000,175000,2013-06-13,13:17:00,2013-06-14,17:35:00
1375,SERC,Central and Eastern North Carolina,Severe Weather - Thunderstorms,Unknown,53000,2013-06-13,17:45:00,2013-06-14,18:30:00
1376,RFC; SERC,Ohio; Virginia; West Virginia,Severe Weather - Thunderstorms,Unknown,90247,2013-06-13,15:20:00,2013-06-14,21:10:00
1377,FRCC,Hillsborough County Florida,Load Shed of 100+ MW Under Emergency Operational Policy,180,37,2013-06-17,16:17:00,2013-06-17,18:49:00
1378,WECC,Wyoming,Electrical System Separation (Islanding),6,Unknown,2013-06-18,15:51:00,2013-06-18,16:23:00
1379,WECC,"Alberta, Canada",Electrical System Separation (Islanding),Unknown,Unknown,2013-06-19,19:57:00,2013-06-19,20:09:00
1380,RFC,"Richie Station (No. 123), Maryland",Physcial Attack; Vandalism,Unknown,Unknown,2013-06-20,18:00:00,2013-06-21,10:00:00
1381,MRO,"Michigan, Iowa",Suspected Cyber Attack,Unknown,Unknown,2013-06-21,08:31:00,2013-10-30,14:09:00
1382,WECC,Pahrump Nevada,Physical Attack; Vandalism & Sabotage,Unknown,1100,2013-06-21,07:40:00,2013-06-21,12:14:00
1383,MRO,Minnesota,Severe Weather - Hailstorm,Unknown,193000,2013-06-21,03:00:00,2013-06-26,12:00:00
1384,RFC,New Castle Delaware,Physical Attack; Vandalism  ,Unknown,Unknown,2013-06-21,23:14:00,2013-06-21,23:15:00
1385,MRO,Minneapolis/St. Paul area Minnesota,Severe Weather - Hailstorm,Unknown,400000,2013-06-21,17:39:00,2013-06-24,06:00:00
1386,WECC,Eastern Montana,Suspected Physical Attack,Unknown,Unknown,2013-06-22,16:12:00,2013-06-22,17:45:00
1387,WECC,Medford Oregon,Physical Attack; Vandalism  ,,,2013-06-22,04:59:00,2013-06-22,21:28:00
1388,WECC,Central Coast California,Severe Weather - Fog,Unknown,148000,2013-06-23,21:20:00,2013-06-24,01:35:00
1389,RFC,Illinois,Severe Weather - Thunderstorms,Unknown,283451,2013-06-24,19:30:00,2013-06-25,17:46:00
1390,RFC,Indiana,Severe Weather - Thunderstorms,Unknown,86615,2013-06-24,19:30:00,2013-06-26,17:00:00
1391,RFC,South Eastern Michigan,Severe Weather - Thunderstorms,Unknown,138000,2013-06-27,17:00:00,2013-06-28,00:00:00
1392,RFC,"Richie Substation,Seat Pleasant, Maryland",Physical Attack; Vandalism  ,Unknown,Unknown,2013-06-27,01:10:00,2013-06-27,02:45:00
1393,WECC,"Los Angeles and Orange Counties, California",Equipment Failure,240,65255,2013-06-28,18:02:00,2013-06-28,20:46:00
1394,NPCC,Vermont,Physical Attack; Vandalism  ,Unknown,Unknown,2013-06-28,13:00:00,2013-06-28,13:01:00
1395,RFC,New Castle Delaware,Physical Attack; Vandalism  ,Unknown,Unknown,2013-06-28,17:14:00,2013-06-28,17:15:00
1396,WECC,"Alberta, Canada",Load Shed 100+MW,200,Unknown,2013-07-02,14:20:00,2013-07-05,15:30:00
1397,WECC,Sacramento California,Suspected Physical Attack,0,0,2013-07-03,09:34:00,2013-07-03,10:52:00
1398,,System-wide Puerto Rico,Voltage Reduction; Line and Generator Trip,480,393000,2013-07-03,12:04:00,2013-07-03,12:48:00
1399,WECC,California,Physical Attack; Vandalism,Unknown,2500,2013-07-05,00:05:00,2013-07-05,01:51:00
1400,NPCC,"Boston, Massachusetts",Physical Attack; Copper Theft,0,0,2013-07-10,14:30:00,2013-07-10,14:45:00
1401,RFC,AEP Ohio Power Footprint,Severe Weather - Thunderstorms,,122314,2013-07-10,17:30:00,2013-07-11,20:00:00
1402,WECC,Arizona,Physical Attack; Vandalism,455,Unknown,2013-07-11,23:20:00,2013-07-14,15:22:00
1403,WECC,Washington,Physical Attack; Vandalism,Unknown,Unknown,2013-07-12,10:00:00,2013-07-12,10:01:00
1404,NPCC,"Holtsville, New York",Fuel Supply Emergency (Natural Gas),417,Unknown,2013-07-17,15:30:00,2013-07-19,06:45:00
1405,WECC,Utah,Physical Attack; Vandalism   ,,,2013-07-18,03:15:00,2013-07-18,03:59:00
1406,NPCC,Upstate New York,Public Appeal - Heatwave,Unknown,Unknown,2013-07-18,11:30:00,2013-07-19,17:30:00
1407,WECC,Southern Orange County California,Equipment Failure,200,123000,2013-07-18,23:45:00,2013-07-19,10:05:00
1408,RFC,Michigan,Severe Weather - Thunderstorms,Unknown,156627,2013-07-19,18:00:00,2013-07-20,09:00:00
1409,NPCC,New York,Severe Weather - Thunderstorms,Unknown,74300,2013-07-19,22:30:00,2013-07-21,20:00:00
1410,WECC,California,Physical Attack; Vandalism,Unknown,Unknown,2013-07-22,07:00:00,2013-07-22,15:00:00
1411,SPP,"Tulsa, Oklahoma",Severe Weather - Thunderstorms,500,92748,2013-07-23,23:38:00,2013-07-25,04:30:00
1412,WECC,"Polk Substation, Tacoma Washington",Physical Attack; Vandalism,,,2013-07-25,13:10:00,2013-07-25,13:15:00
1413,NPCC,"Newburgh, New York",Physical Attack; Copper Theft,,,2013-08-01,11:00:00,2013-08-01,16:00:00
1414,WECC,Western British Columbia,Electrical System Separation (Islanding,420,Unknown,2013-08-01,18:54:00,2013-08-01,19:37:00
1415,FRCC,Daytona Beach Florida,Loss of 300+ MW Load,297,104498,2013-08-01,23:19:00,2013-08-02,00:49:00
1416,WECC,Utah,Physical Attack; Vandalism,,,2013-08-04,03:00:00,2013-08-04,04:00:00
1417,WECC,"Vancouver, British Columbia",Electrical System Separation (Islanding); Severe Weather,Unknown,Unknown,2013-08-05,18:35:00,2013-08-05,18:45:00
1418,WECC,"Holloman Air Force Base, New Mexico",Physcial Attack; Vandalism,Unknown,Unknown,2013-08-06,16:00:00,2013-08-06,17:32:00
1419,MRO,"Green Bay, Wisconsin",Fuel Supply Emergency (Natural Gas & Fuel Oil),Unknown,Unknown,2013-08-07,07:30:00,2013-08-07,09:14:00
1420,WECC,"Arlington, Oregon",Physcial Attack; Vandalism,Unknown,Unknown,2013-08-07,14:30:00,2013-08-08,13:00:00
1421,MRO,Eastern Central Wisconsin,Severe Weather - Thunderstorms,220,51160,2013-08-07,00:15:00,2013-08-07,21:27:00
1422,WECC,"Portland, Oregon",Suspicious Activity,Unknown,Unknown,2013-08-12,11:55:00,2013-08-12,11:59:00
1423,TRE,Houston Service Area Texas,Severe Weather - Thunderstorms,Unknown,219681,2013-08-16,16:58:00,2013-08-17,23:58:00
1424,WECC,Central California,Severe Weather - Lightning Strike,685,124000,2013-08-19,19:06:00,2013-08-20,06:02:00
1425,SERC,"Cabot, Arkansas",Physcial Attack; Sabotage,,,2013-08-21,14:00:00,2013-08-21,14:01:00
1426,WECC,"Gila River, Arizona",Physcial Attack; Sabotage,,,2013-08-22,08:40:00,2013-08-22,11:49:00
1427,RFC,"New Castle, Delaware",Physcial Attack; Vandalism,Unknown,Unknown,2013-08-22,12:55:00,2013-08-22,14:45:00
1428,RFC,"New Castle, Delaware",Physcial Attack; Vandalism,Unknown,,2013-08-23,07:30:00,2013-08-23,07:31:00
1429,WECC,Tacoma Washington,Physcial Attack; Vandalism,Unknown,Unknown,2013-08-26,20:15:00,2013-08-26,20:16:00
1430,WECC,Sweetwater County Wyoming,Physcial Attack; Vandalism,,,2013-08-28,09:30:00,2013-08-28,09:31:00
1431,MRO,"Ashland, Wisconsin",Electrical System Separation (Islanding); Severe Weather,15,7000,2013-08-29,14:57:00,2013-08-29,15:29:00
1432,,"Joplin, Missouri",Physcial Attack; Vandalism,Unknown,Unknown,2013-08-29,09:50:00,2013-08-29,09:50:00
1433,RFC,Entire ComEd territory Illinois,Severe Weather - Thunderstorms,Unknown,157000,2013-08-30,19:30:00,2013-08-31,01:30:00
1434,RFC,"Erie, Pennsylvania",Load Shed of 100+ MW,105,Unknown,2013-09-10,17:42:00,2013-09-11,00:02:00
1435,RFC,Southeastern Michigan,Severe Weather - Thunderstorms,400,75000,2013-09-11,16:00:00,2013-09-15,16:00:00
1436,SERC,Cabot Arkansas,Physcial Attack; Sabotage,Unknown,Unknown,2013-09-29,00:00:00,2013-09-29,01:00:00
1437,SPP,"Jacksonville, Arkansas",Physical Attack,Unknown,9200,2013-10-06,07:25:00,2013-10-06,09:15:00
1438,SERC,"Keo, Arkansas",Physical Attack,Unknown,Unknown,2013-10-11,14:30:00,2013-10-11,18:30:00
1439,SERC,"Roxboro Plant, North Carolina",Cyber Event with Potential to Cause Impact,0,0,2013-10-16,11:15:00,2013-10-16,18:00:00
1440,WECC,California,Physical Attack,Unknown,Unknown,2013-10-19,14:32:00,2013-10-19,22:00:00
1441,WECC,Location Unknown,Electrical System Separation (Islanding),115,433,2013-10-21,05:18:00,2013-10-21,05:33:00
1442,WECC,Arizona,Suspected Physical Attack,Unknown,Unknown,2013-10-26,07:13:00,2013-10-26,07:14:00
1443,TRE,"Houston, Texas",Severe Weather - Hail Storm,Unknown,171117,2013-10-27,04:27:00,2013-10-27,22:27:00
1444,RFC,"Wilmington, Delaware",Physical Attack - Vandalism,Unknown,Unknown,2013-11-01,13:26:00,2013-11-01,13:27:00
1445,WECC,"Salt Lake City, Utah",Physical Attack - Vandalism,,,2013-11-02,08:25:00,2013-11-02,08:26:00
1446,WECC,"King, Whatcom, and Skagit, Washington",Severe Weather - Heavy Winds,Unknown,105000,2013-11-02,00:00:00,2013-11-04,06:00:00
1447,NPCC,Connecicut,Physical Attack - Vandalism,Unknown,Unknown,2013-11-04,09:04:00,2013-11-04,09:05:00
1448,RFC,Indiana,Physical Attack,Unknown,Unknown,2013-11-05,10:10:00,2013-11-07,10:10:00
1449,WECC,"Valle, California",Electrical System Separation (Islanding),55,48400,2013-11-12,14:04:00,2013-11-12,14:05:00
1450,SPP,Eastern Central New Mexico,Loss of Power from Wholesale Provider; Major Distribution Disruption,Unknown,Unknown,2013-11-12,09:14:00,2013-11-12,10:30:00
1451,WECC,"Salt Lake County, Utah",Physical Attack - Vandalism,,,2013-11-16,15:15:00,2013-11-16,15:16:00
1452,RFC,Michigan,Severe Weather - Ice and Snow Storm,Unknown,325325,2013-11-17,07:00:00,2013-11-20,18:54:00
1453,RFC,"Rochelle, Indiana",System-wide voltage reductions of 3 percent or more,38,7500,2013-11-17,12:35:00,2013-11-17,13:40:00
1454,RFC,Central Indiana,Severe Weather - Tornadoes,535,61705,2013-11-17,16:47:00,2013-11-20,11:59:00
1455,RFC,Entire Lower Peninsula Michigan,Severe Weather - Thunderstorms,Unknown,50000,2013-11-17,16:45:00,2013-11-21,16:45:00
1456,SERC,"Central Missouri, Central Illinois",Severe Weather - Tornadoes,Unknown,200000,2013-11-17,12:35:00,2013-11-20,11:00:00
1457,RFC,North Central Indiana,Severe Weather - Thunderstorms,Unknown,75065,2013-11-17,13:06:00,2013-11-20,13:06:00
1458,RFC,"Indiana, Michigan",Severe Weather - Thunderstorms,Unknown,77346,2013-11-17,16:19:00,2013-11-18,18:00:00
1459,RFC,Entire ComEd Territory Illinois,Severe Weather - Thunderstorms,Unknown,190000,2013-11-17,14:31:00,2013-11-17,22:30:00
1460,RFC,Central Indiana,Severe Weather - Thunderstorms,Unknown,61705,2013-11-17,16:47:00,2013-11-20,16:47:00
1461,WECC,Salt Lake County Utah,Physical Attack - Vandalism,Unknown,Unknown,2013-11-20,03:08:00,2013-11-20,03:09:00
1462,WECC,Northern California,Severe Weather - Wind Storm,150,89500,2013-11-21,19:45:00,2013-11-22,03:20:00
1463,WECC,Salt Lake County Utah,Physical Attack - Vandalism,,,2013-11-24,07:38:00,2013-11-24,07:39:00
1464,WECC,"Idaho Falls Area Idaho, Utah-Idaho Border Utah",Load Shed 100+ MW,150,Unknown,2013-12-04,05:00:00,2013-12-04,16:17:00
1465,WECC,"Saratoga, Utah","Physical Attack - Vandalism, Theft",,,2013-12-06,08:47:00,2013-12-06,08:49:00
1466,TRE,"Greater Houston, Texas",Severe Weather - Ice/Snow,Unknown,881000,2013-12-06,01:51:00,2013-12-11,12:00:00
1467,SERC,Virginia Service Territory,Severe Weather - Ice/Snow,293,88000,2013-12-09,06:54:00,2013-12-09,14:22:00
1468,WECC,Arizona,Suspected Physical Attack,Unknown,Unknown,2013-12-10,01:01:00,2013-12-11,01:01:00
1469,TRE,Texas,Fuel Supply Emergencies (Coal),Unknown,Unknown,2013-12-13,11:00:00,2013-12-27,11:00:00
1470,TE,Texas,Fuel Supply Emergencies (Coal),Unknown,Unknown,2013-12-13,11:00:00,2013-12-27,11:00:00
1471,NPCC,Frontier/Genesee/Northern New York,Severe Weather - Ice/Snow,Unknown,59000,2013-12-22,06:16:00,2013-12-24,23:59:00
1472,RFC,Michigan,Severe Weather - Ice/Snow,350,140735,2013-12-22,06:30:00,2013-12-25,05:12:00
1473,RFC,"Southern Lower Penninsula, Michigan",Severe Weather - Ice/Snow,Unknown,50000,2013-12-22,03:28:00,2013-12-28,23:45:00
1474,NPCC,Central Maine Maine,Severe Weather - Ice/Snow,Unknown,52500,2013-12-23,15:20:00,2013-12-25,11:32:00
1475,WECC,Gilabend Arizona,Physical Attack,,,2013-12-27,09:43:00,2013-12-27,12:43:00
1476,WECC,Salt Lake County Utah,Physical Attack,,,2013-12-30,11:00:00,2013-12-30,11:01:00
1477,WECC,North of Roosevelt lake Arizona,Physical Attack,,,2013-12-30,11:00:00,2014-01-01,08:00:00
1478,RFC,District of Columbia,Voltage Reduction due to Severe Weather - Cold,Unknown,Unknown,2014-01-06,19:50:00,2014-01-06,20:44:00
1479,RFC,Unknown,Voltage Reduction due to Severe Weather - Cold,Unknown,Unknown,2014-01-06,19:50:00,2014-01-06,20:44:00
1480,RFC,Delaware,Voltage Reduction due to Severe Weather - Cold,Unknown,Unknown,2014-01-06,19:52:00,2014-01-06,20:45:00
1481,RFC,Unknown,Public Appeal due to Severe Weather - Cold,Unknown,Unknown,2014-01-06,20:45:00,2014-01-07,21:00:00
1482,RFC,Pennsylvania,Voltage Reduction due to Severe Weather - Cold,200,62000,2014-01-06,19:50:00,2014-01-06,20:49:00
1483,RFC,Pennsylvania,Voltage Reduction due to Severe Weather - Cold,Unknown,Unknown,2014-01-06,19:50:00,2014-01-06,20:44:00
1484,RFC,Utah,Vandalism,,,2014-01-06,14:37:00,2014-01-06,14:38:00
1485,RFC,Kentucky,Public Appeal due to Severe Weather - Cold,Unknown,Unknown,2014-01-06,22:00:00,2014-01-06,22:01:00
